example_id,sentence,tokens,ner_tags,source,num_tokens,num_locations
2394,Poor residents often complain they have been cheated out of the huge riches extracted from their tribal lands - where the bulk of Nigeria 's 2.3 million barrels of petroleum are pumped daily .,"['Poor', 'residents', 'often', 'complain', 'they', 'have', 'been', 'cheated', 'out', 'of', 'the', 'huge', 'riches', 'extracted', 'from', 'their', 'tribal', 'lands', '-', 'where', 'the', 'bulk', 'of', 'Nigeria', ""'s"", '2.3', 'million', 'barrels', 'of', 'petroleum', 'are', 'pumped', 'daily', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,34,0
2395,The route between Delhi and Kaushambi is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Kaushambi', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
2396,Eight ran .,"['Eight', 'ran', '.']","[0, 0, 0]",original_conll,3,0
2397,GREEK SOCIALISTS GIVE GREEN LIGHT TO PM FOR ELECTIONS .,"['GREEK', 'SOCIALISTS', 'GIVE', 'GREEN', 'LIGHT', 'TO', 'PM', 'FOR', 'ELECTIONS', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,10,0
2398,The children come from different parts of the country .,"['The', 'children', 'come', 'from', 'different', 'parts', 'of', 'the', 'country', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,10,0
2399,Government officials from Shahjahanpur attended the meeting.,"['Government', 'officials', 'from', 'Shahjahanpur', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
2400,Government officials from North East attended the meeting.,"['Government', 'officials', 'from', 'North', 'East', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 2, 0, 0, 0]",generated,8,1
2401,Siddharthnagar experienced heavy rainfall.,"['Siddharthnagar', 'experienced', 'heavy', 'rainfall.']","[1, 0, 0, 0]",generated,4,1
2402,The festival in MIZORAM was amazing.,"['The', 'festival', 'in', 'MIZORAM', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2403,He told reporters in the West Bank that there is still room for progress in Israeli-Palestinian negotiations .,"['He', 'told', 'reporters', 'in', 'the', 'West', 'Bank', 'that', 'there', 'is', 'still', 'room', 'for', 'progress', 'in', 'Israeli-Palestinian', 'negotiations', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,18,1
2404,FRONT PAGE,"['FRONT', 'PAGE']","[0, 0]",original_conll,2,0
2405,Nalgonda experienced heavy rainfall.,"['Nalgonda', 'experienced', 'heavy', 'rainfall.']","[1, 0, 0, 0]",generated,4,1
2406,Educational institutions in Raichur are top-rated.,"['Educational', 'institutions', 'in', 'Raichur', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2407,Government officials from Mysore attended the meeting.,"['Government', 'officials', 'from', 'Mysore', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
2408,Educational institutions in Chandauli are top-rated.,"['Educational', 'institutions', 'in', 'Chandauli', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2409,She works in Jhabua.,"['She', 'works', 'in', 'Jhabua.']","[0, 0, 0, 0]",generated,4,0
2410,Traditional dance of Tirap is popular.,"['Traditional', 'dance', 'of', 'Tirap', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2411,We visited Korba last month.,"['We', 'visited', 'Korba', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
2412,Barnala mein bahut garmi hai.,"['Barnala', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
2413,The Komaram Bheem cricket team won the match.,"['The', 'Komaram', 'Bheem', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 2, 0, 0, 0, 0, 0]",generated,8,1
2414,The earthquake affected Tiruppur region.,"['The', 'earthquake', 'affected', 'Tiruppur', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
2415,Main Darrang ja raha hun.,"['Main', 'Darrang', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
2416,The company expanded to Hingoli.,"['The', 'company', 'expanded', 'to', 'Hingoli.']","[0, 0, 0, 0, 0]",generated,5,0
2417,"66 , M. Vaughan 57 ) v Lancashire .","['66', ',', 'M.', 'Vaughan', '57', ')', 'v', 'Lancashire', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
2418,7-5,['7-5'],[0],original_conll,1,0
2419,Cultural events in The Nilgiris attract tourists.,"['Cultural', 'events', 'in', 'The', 'Nilgiris', 'attract', 'tourists.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
2420,The earthquake affected Chandrapur region.,"['The', 'earthquake', 'affected', 'Chandrapur', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
2421,Trade between Purba Medinipur and Chennai increased.,"['Trade', 'between', 'Purba', 'Medinipur', 'and', 'Chennai', 'increased.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
2422,Food from Namakkal is delicious.,"['Food', 'from', 'Namakkal', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
2423,The area became a refuge for many al-Qaida and Taleban fighters after the Taleban government was ousted in Afghanistan in 2001 .,"['The', 'area', 'became', 'a', 'refuge', 'for', 'many', 'al-Qaida', 'and', 'Taleban', 'fighters', 'after', 'the', 'Taleban', 'government', 'was', 'ousted', 'in', 'Afghanistan', 'in', '2001', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",original_hindi,22,1
2424,Traveling from Rajsamand to Mumbai is easy.,"['Traveling', 'from', 'Rajsamand', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
2425,"A military statement Wednesday , said General Adam has asked to leave his post "" as soon as possible , "" and the chief of staff has accepted the request to begin the process of his replacement .","['A', 'military', 'statement', 'Wednesday', ',', 'said', 'General', 'Adam', 'has', 'asked', 'to', 'leave', 'his', 'post', '""', 'as', 'soon', 'as', 'possible', ',', '""', 'and', 'the', 'chief', 'of', 'staff', 'has', 'accepted', 'the', 'request', 'to', 'begin', 'the', 'process', 'of', 'his', 'replacement', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,38,0
2426,I have stayed out of the way and let them get on with the job .,"['I', 'have', 'stayed', 'out', 'of', 'the', 'way', 'and', 'let', 'them', 'get', 'on', 'with', 'the', 'job', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,16,0
2427,"Monday , officials reported that a 32-year-old woman from an area just west of Purbi Singhbhum died of bird flu last week , at her home in the city of Yavatmal .","['Monday', ',', 'officials', 'reported', 'that', 'a', '32-year-old', 'woman', 'from', 'an', 'area', 'just', 'west', 'of', 'Purbi', 'Singhbhum', 'died', 'of', 'bird', 'flu', 'last', 'week', ',', 'at', 'her', 'home', 'in', 'the', 'city', 'of', 'Yavatmal', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",enhanced,32,2
2428,The company expanded to Gondiya.,"['The', 'company', 'expanded', 'to', 'Gondiya.']","[0, 0, 0, 0, 0]",generated,5,0
2429,The festival in The Dangs was amazing.,"['The', 'festival', 'in', 'The', 'Dangs', 'was', 'amazing.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
2430,TRIPURA is known for its beautiful landscapes.,"['TRIPURA', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
2431,Educational institutions in Siddipet are top-rated.,"['Educational', 'institutions', 'in', 'Siddipet', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2432,"The disgraced ex-president and son of Japanese parents fled to Upper Siang in 2000 , where he was granted citizenship .","['The', 'disgraced', 'ex-president', 'and', 'son', 'of', 'Japanese', 'parents', 'fled', 'to', 'Upper', 'Siang', 'in', '2000', ',', 'where', 'he', 'was', 'granted', 'citizenship', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,21,1
2433,The earthquake affected Jamnagar region.,"['The', 'earthquake', 'affected', 'Jamnagar', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
2434,The Nalanda cricket team won the match.,"['The', 'Nalanda', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
2435,-DOCSTART-,['-DOCSTART-'],[0],original_conll,1,0
2436,"Buyers also snapped up 16 other items that were put up for auction by Hendrix 's former girlfriend Kathy Etchingham , who lived with him from 1966 to 1969 .","['Buyers', 'also', 'snapped', 'up', '16', 'other', 'items', 'that', 'were', 'put', 'up', 'for', 'auction', 'by', 'Hendrix', ""'s"", 'former', 'girlfriend', 'Kathy', 'Etchingham', ',', 'who', 'lived', 'with', 'him', 'from', '1966', 'to', '1969', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,30,0
2437,Main Dumka ja raha hun.,"['Main', 'Dumka', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
2438,We traveled from East Kameng to Delhi.,"['We', 'traveled', 'from', 'East', 'Kameng', 'to', 'Delhi.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
2439,"According to some media reports , Pakistan is now capable of producing plutonium for just two warheads a year .","['According', 'to', 'some', 'media', 'reports', ',', 'Pakistan', 'is', 'now', 'capable', 'of', 'producing', 'plutonium', 'for', 'just', 'two', 'warheads', 'a', 'year', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,20,0
2440,A human rights group has accused coalition forces in Raichur of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"['A', 'human', 'rights', 'group', 'has', 'accused', 'coalition', 'forces', 'in', 'Raichur', 'of', 'failing', 'to', 'secure', 'evidence', 'considered', 'vital', 'to', 'the', 'upcoming', 'war', 'crimes', 'trial', 'of', 'former', 'Iraqi', 'leader', 'Saddam', 'Hussein', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,30,1
2441,Main Ballia ja raha hun.,"['Main', 'Ballia', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
2442,She works in Jajapur.,"['She', 'works', 'in', 'Jajapur.']","[0, 0, 0, 0]",generated,4,0
2443,Mere dost Maldah se hain.,"['Mere', 'dost', 'Maldah', 'se', 'hain.']","[0, 0, 1, 0, 0]",generated,5,1
2444,He did not elaborate .,"['He', 'did', 'not', 'elaborate', '.']","[0, 0, 0, 0, 0]",original_conll,5,0
2445,I was born in Vikarabad.,"['I', 'was', 'born', 'in', 'Vikarabad.']","[0, 0, 0, 0, 0]",generated,5,0
2446,The earthquake affected Bara Banki region.,"['The', 'earthquake', 'affected', 'Bara', 'Banki', 'region.']","[0, 0, 0, 1, 2, 0]",generated,6,1
2447,Gateway Data Sciences Q2 net rises .,"['Gateway', 'Data', 'Sciences', 'Q2', 'net', 'rises', '.']","[0, 0, 0, 0, 0, 0, 0]",original_conll,7,0
2448,"74 Paul Stankowski , Costantino Rocca ( Italy )","['74', 'Paul', 'Stankowski', ',', 'Costantino', 'Rocca', '(', 'Italy', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
2449,The route between Delhi and Jaunpur is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Jaunpur', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
2450,We visited Rangareddy last month.,"['We', 'visited', 'Rangareddy', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
2451,"It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .","['It', 'brought', 'in', '4,275', 'tonnes', 'of', 'British', 'mutton', ',', 'some', '10', 'percent', 'of', 'overall', 'imports', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,16,0
2452,The river flows through Jind.,"['The', 'river', 'flows', 'through', 'Jind.']","[0, 0, 0, 0, 0]",generated,5,0
2453,The earthquake affected Panna region.,"['The', 'earthquake', 'affected', 'Panna', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
2454,Educational institutions in Ahmadabad are top-rated.,"['Educational', 'institutions', 'in', 'Ahmadabad', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2455,A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"['A', 'human', 'rights', 'group', 'has', 'accused', 'coalition', 'forces', 'in', 'Iraq', 'of', 'failing', 'to', 'secure', 'evidence', 'considered', 'vital', 'to', 'the', 'upcoming', 'war', 'crimes', 'trial', 'of', 'former', 'Iraqi', 'leader', 'Saddam', 'Hussein', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,30,1
2456,-DOCSTART-,['-DOCSTART-'],[0],original_conll,1,0
2457,The Tamenglong cricket team won the match.,"['The', 'Tamenglong', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
2458,We visited Bulandshahr last month.,"['We', 'visited', 'Bulandshahr', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
2459,She works in Pratapgarh.,"['She', 'works', 'in', 'Pratapgarh.']","[0, 0, 0, 0]",generated,4,0
2460,Cultural events in Saharanpur attract tourists.,"['Cultural', 'events', 'in', 'Saharanpur', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2461,Cultural events in Kendrapara attract tourists.,"['Cultural', 'events', 'in', 'Kendrapara', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2462,I live in Sahibzada Ajit Singh Nagar.,"['I', 'live', 'in', 'Sahibzada', 'Ajit', 'Singh', 'Nagar.']","[0, 0, 0, 0, 0, 0, 0]",generated,7,0
2463,The route between Delhi and PUDUCHERRY is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'PUDUCHERRY', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
2464,Paschim Medinipur mein bahut garmi hai.,"['Paschim', 'Medinipur', 'mein', 'bahut', 'garmi', 'hai.']","[1, 2, 0, 0, 0, 0]",generated,6,1
2465,I live in Chittaurgarh.,"['I', 'live', 'in', 'Chittaurgarh.']","[0, 0, 0, 0]",generated,4,0
2466,We visited Baloda Bazar last month.,"['We', 'visited', 'Baloda', 'Bazar', 'last', 'month.']","[0, 0, 1, 2, 0, 0]",generated,6,1
2467,I was born in Kamareddy.,"['I', 'was', 'born', 'in', 'Kamareddy.']","[0, 0, 0, 0, 0]",generated,5,0
2468,Shortly before midnight a suicide bomber blew himself up in a crowd of young Israelis waiting to get into a beachfront nightclub in Chikmagalur .,"['Shortly', 'before', 'midnight', 'a', 'suicide', 'bomber', 'blew', 'himself', 'up', 'in', 'a', 'crowd', 'of', 'young', 'Israelis', 'waiting', 'to', 'get', 'into', 'a', 'beachfront', 'nightclub', 'in', 'Chikmagalur', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",enhanced,25,1
2469,The European Commission said on Thursday it disagreed with German advice to consumers to shun British lamb until scientists determine whether mad cow disease can be transmitted to sheep .,"['The', 'European', 'Commission', 'said', 'on', 'Thursday', 'it', 'disagreed', 'with', 'German', 'advice', 'to', 'consumers', 'to', 'shun', 'British', 'lamb', 'until', 'scientists', 'determine', 'whether', 'mad', 'cow', 'disease', 'can', 'be', 'transmitted', 'to', 'sheep', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,30,0
2470,We visited Udhampur last month.,"['We', 'visited', 'Udhampur', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
2471,Connecting Bhandara with Bangalore by train.,"['Connecting', 'Bhandara', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
2472,Cultural events in Sahibganj attract tourists.,"['Cultural', 'events', 'in', 'Sahibganj', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2473,Iraq 's Saddam meets Russia 's Zhirinovsky .,"['Iraq', ""'s"", 'Saddam', 'meets', 'Russia', ""'s"", 'Zhirinovsky', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",original_conll,8,0
2474,The route between Delhi and Karnal is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Karnal', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
2475,I was born in West Godavari.,"['I', 'was', 'born', 'in', 'West', 'Godavari.']","[0, 0, 0, 0, 0, 0]",generated,6,0
2476,"The African Union has deployed troops to Somalia to replace the Ethiopian forces , which Addis Ababa plans to withdraw .","['The', 'African', 'Union', 'has', 'deployed', 'troops', 'to', 'Somalia', 'to', 'replace', 'the', 'Ethiopian', 'forces', ',', 'which', 'Addis', 'Ababa', 'plans', 'to', 'withdraw', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,21,1
2477,Cultural events in Kollam attract tourists.,"['Cultural', 'events', 'in', 'Kollam', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2478,Main Deoghar ja raha hun.,"['Main', 'Deoghar', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
2479,Weather in South is pleasant today.,"['Weather', 'in', 'South', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
2480,The Erode branch is performing well.,"['The', 'Erode', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
2481,The Doda cricket team won the match.,"['The', 'Doda', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
2482,Food from Indore is delicious.,"['Food', 'from', 'Indore', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
2483,The office in Hanumangarh is hiring.,"['The', 'office', 'in', 'Hanumangarh', 'is', 'hiring.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2484,"There is no objection to their travel , "" he added .","['There', 'is', 'no', 'objection', 'to', 'their', 'travel', ',', '""', 'he', 'added', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,12,0
2485,Officials say the 27-year old man from Surendranagar 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .,"['Officials', 'say', 'the', '27-year', 'old', 'man', 'from', 'Surendranagar', ""'s"", 'northern', 'Ninh', 'Binh', 'province', 'died', 'late', 'Thursday', 'and', 'tested', 'positive', 'for', 'the', 'H5N1', 'strain', 'of', 'bird', 'flu', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,27,1
2486,We visited Moradabad last month.,"['We', 'visited', 'Moradabad', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
2487,EU rejects German call to boycott British lamb .,"['EU', 'rejects', 'German', 'call', 'to', 'boycott', 'British', 'lamb', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
2488,Diu experienced heavy rainfall.,"['Diu', 'experienced', 'heavy', 'rainfall.']","[1, 0, 0, 0]",generated,4,1
2489,New hospital opened in Krishna.,"['New', 'hospital', 'opened', 'in', 'Krishna.']","[0, 0, 0, 0, 0]",generated,5,0
2490,General Ghormley says the joint task force in Morena has been helping to train foreign soldiers and build anti-terrorist capabilities of governments in the region .,"['General', 'Ghormley', 'says', 'the', 'joint', 'task', 'force', 'in', 'Morena', 'has', 'been', 'helping', 'to', 'train', 'foreign', 'soldiers', 'and', 'build', 'anti-terrorist', 'capabilities', 'of', 'governments', 'in', 'the', 'region', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,26,1
2491,Investment opportunities in Kota are growing.,"['Investment', 'opportunities', 'in', 'Kota', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2492,Palestinian officials accused right-wing Prime Minister Benjamin Netanyahu of trying to stop the Ramallah meeting by keeping Arafat grounded .,"['Palestinian', 'officials', 'accused', 'right-wing', 'Prime', 'Minister', 'Benjamin', 'Netanyahu', 'of', 'trying', 'to', 'stop', 'the', 'Ramallah', 'meeting', 'by', 'keeping', 'Arafat', 'grounded', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,20,0
2493,Sambalpur is known for its beautiful landscapes.,"['Sambalpur', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
2494,She works in Mahrajganj.,"['She', 'works', 'in', 'Mahrajganj.']","[0, 0, 0, 0]",generated,4,0
2495,-DOCSTART-,['-DOCSTART-'],[0],original_conll,1,0
2496,The International Atomic Energy Agency is to hold second day of talks in Vienna Wednesday on how to respond to Iran 's resumption of low-level uranium conversion .,"['The', 'International', 'Atomic', 'Energy', 'Agency', 'is', 'to', 'hold', 'second', 'day', 'of', 'talks', 'in', 'Vienna', 'Wednesday', 'on', 'how', 'to', 'respond', 'to', 'Iran', ""'s"", 'resumption', 'of', 'low-level', 'uranium', 'conversion', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,28,1
2497,"Separately , officials say four British soldiers from the NATO-led peacekeeping mission were wounded early Saturday in an attack in the northern city of Pashchim Champaran .","['Separately', ',', 'officials', 'say', 'four', 'British', 'soldiers', 'from', 'the', 'NATO-led', 'peacekeeping', 'mission', 'were', 'wounded', 'early', 'Saturday', 'in', 'an', 'attack', 'in', 'the', 'northern', 'city', 'of', 'Pashchim', 'Champaran', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",enhanced,27,1
2498,We visited Lower Subansiri last month.,"['We', 'visited', 'Lower', 'Subansiri', 'last', 'month.']","[0, 0, 1, 2, 0, 0]",generated,6,1
2499,She works in Thiruvallur.,"['She', 'works', 'in', 'Thiruvallur.']","[0, 0, 0, 0]",generated,4,0
2500,The flight to Kancheepuram was delayed.,"['The', 'flight', 'to', 'Kancheepuram', 'was', 'delayed.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2501,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,"['1', '-', 'Michael', 'Chang', '(', 'U.S.', ')', 'beat', 'Sergi', 'Bruguera', '(', 'Spain', ')', '6-3', '6-2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,15,0
2502,Bulandshahr district collector announced new policies.,"['Bulandshahr', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
2503,The Dharwad cricket team won the match.,"['The', 'Dharwad', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
2504,The river flows through Mandi.,"['The', 'river', 'flows', 'through', 'Mandi.']","[0, 0, 0, 0, 0]",generated,5,0
2505,The route between Delhi and Kamrup is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Kamrup', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
2506,At least 32 suspected militants were killed when troops launched a counter-attack .,"['At', 'least', '32', 'suspected', 'militants', 'were', 'killed', 'when', 'troops', 'launched', 'a', 'counter-attack', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,13,0
2507,The Jalaun museum displays ancient artifacts.,"['The', 'Jalaun', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
2508,Government officials from Nalgonda attended the meeting.,"['Government', 'officials', 'from', 'Nalgonda', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
2509,Weather in Wayanad is pleasant today.,"['Weather', 'in', 'Wayanad', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
2510,Numerous diplomatic attempts to free the seven failed .,"['Numerous', 'diplomatic', 'attempts', 'to', 'free', 'the', 'seven', 'failed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
2511,Alirajpur district collector announced new policies.,"['Alirajpur', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
2512,"Most of the world 's cases , 103 , have occurred in East District .","['Most', 'of', 'the', 'world', ""'s"", 'cases', ',', '103', ',', 'have', 'occurred', 'in', 'East', 'District', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",enhanced,15,1
2513,Educational institutions in Bikaner are top-rated.,"['Educational', 'institutions', 'in', 'Bikaner', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2514,Traveling from Kalimpong to Mumbai is easy.,"['Traveling', 'from', 'Kalimpong', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
2515,Food from Kurung Kumey is delicious.,"['Food', 'from', 'Kurung', 'Kumey', 'is', 'delicious.']","[0, 0, 1, 2, 0, 0]",generated,6,1
2516,People who worship in unauthorized ways are subject to arrest .,"['People', 'who', 'worship', 'in', 'unauthorized', 'ways', 'are', 'subject', 'to', 'arrest', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,11,0
2517,The festival in Gurdaspur was amazing.,"['The', 'festival', 'in', 'Gurdaspur', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
2518,We visited Ernakulam last month.,"['We', 'visited', 'Ernakulam', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
2519,Weather in Morena is pleasant today.,"['Weather', 'in', 'Morena', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
2520,I live in Gajapati.,"['I', 'live', 'in', 'Gajapati.']","[0, 0, 0, 0]",generated,4,0
